date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:38:20	14852/14852	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-3a04%22	https://html.dynamiclayers.net/dl/ridek/assets/css/venobox.min.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/venobox.min.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:20	15574/15574	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-3cd6%22	https://html.dynamiclayers.net/dl/ridek/assets/css/swiper.min.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/swiper.min.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:21	16329/16329	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-3fc9%22	https://html.dynamiclayers.net/dl/ridek/assets/css/elements.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/elements.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:21	19184/19184	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-4af0%22	https://html.dynamiclayers.net/dl/ridek/assets/css/header.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/header.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:21	5813/5813	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-16b5%22	https://html.dynamiclayers.net/dl/ridek/assets/css/slider.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/slider.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:21	13324/13324	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-340c%22	https://html.dynamiclayers.net/dl/ridek/assets/css/blog.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/blog.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:21	46280/46280	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-b4c8%22	https://html.dynamiclayers.net/dl/ridek/assets/css/main.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/main.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:22	5919/5919	---MCZ	200	added ('OK')	text/css	etag:W/%22657400df-171f%22	https://html.dynamiclayers.net/dl/ridek/assets/css/responsive.css	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/css/responsive.css	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:22	27749/27749	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-6c65%22	https://html.dynamiclayers.net/dl/ridek/faqs.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/faqs.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:22	66171/66171	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-1027b%22	https://html.dynamiclayers.net/dl/ridek/index.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/index.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:22	12533/12533	---M--	200	added ('OK')	image/png	etag:%22657400e0-30f5%22	https://html.dynamiclayers.net/dl/ridek/assets/img/logo-dark.png	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/img/logo-dark.png	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:23	62743/62743	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-f517%22	https://html.dynamiclayers.net/dl/ridek/index-2.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/index-2.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:23	39486/39486	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-9a3e%22	https://html.dynamiclayers.net/dl/ridek/about-us.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/about-us.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:23	40714/40714	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-9f0a%22	https://html.dynamiclayers.net/dl/ridek/about-company.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/about-company.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:23	28691/28691	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-7013%22	https://html.dynamiclayers.net/dl/ridek/our-services.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/our-services.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:24	23853/23853	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-5d2d%22	https://html.dynamiclayers.net/dl/ridek/service-details.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/service-details.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:24	21515/21515	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-540b%22	https://html.dynamiclayers.net/dl/ridek/book-taxi.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/book-taxi.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:24	21342/21342	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-535e%22	https://html.dynamiclayers.net/dl/ridek/our-taxi.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/our-taxi.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:24	25822/25822	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-64de%22	https://html.dynamiclayers.net/dl/ridek/taxi-details.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/taxi-details.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:24	22074/22074	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-563a%22	https://html.dynamiclayers.net/dl/ridek/our-drivers.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/our-drivers.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:25	23086/23086	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-5a2e%22	https://html.dynamiclayers.net/dl/ridek/driver-details.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/driver-details.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:25	20875/20875	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-518b%22	https://html.dynamiclayers.net/dl/ridek/testimonials.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/testimonials.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:25	17683/17683	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-4513%22	https://html.dynamiclayers.net/dl/ridek/404.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/404.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:25	28020/28020	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-6d74%22	https://html.dynamiclayers.net/dl/ridek/blog-grid.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/blog-grid.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:25	26213/26213	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-6665%22	https://html.dynamiclayers.net/dl/ridek/blog-classic.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/blog-classic.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:26	27303/27303	---MCZ	200	added ('OK')	text/html	etag:W/%22657400ab-6aa7%22	https://html.dynamiclayers.net/dl/ridek/blog-details.html	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/blog-details.html	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:26	12497/12497	---M--	200	added ('OK')	image/png	etag:%22657400e0-30d1%22	https://html.dynamiclayers.net/dl/ridek/assets/img/logo-light.png	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/img/logo-light.png	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:26	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400f0-15d9d%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquary-3.6.0.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquary-3.6.0.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:26	20106/20106	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400ef-4e8a%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/modernizr-2.8.3-respond-1.4.2.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:26	2381/2381	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400f0-94d%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquery.ajaxchimp.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquery.ajaxchimp.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:27	60047/60047	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400f0-ea8f%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/bootstrap.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/bootstrap.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:27	21217/21217	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400ef-52e1%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/popper.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/popper.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:27	135540/135540	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400ef-21174%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/swiper.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/swiper.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:28	112273/112273	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400f0-1b691%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquery.datetimepicker.full.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquery.datetimepicker.full.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:28	2942/2942	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400f0-b7e%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquery.nice-select.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/jquery.nice-select.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:28	15643/15643	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400ef-3d1b%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/venobox.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/venobox.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:28	23827/23827	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400ef-5d13%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/smooth-scroll.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/smooth-scroll.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:28	8155/8155	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400ef-1fdb%22	https://html.dynamiclayers.net/dl/ridek/assets/js/vendor/wow.min.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/vendor/wow.min.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:29	1413/1413	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400e1-585%22	https://html.dynamiclayers.net/dl/ridek/assets/js/contact.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/contact.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:29	15365/15365	---MCZ	200	added ('OK')	application/javascript	etag:W/%22657400e1-3c05%22	https://html.dynamiclayers.net/dl/ridek/assets/js/main.js	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/js/main.js	(from https://html.dynamiclayers.net/dl/ridek/contact.html)
21:38:30	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.eot	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:30	74700/74700	---M--	200	added ('OK')	font/woff2	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.woff2	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.woff2	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:30	129924/129924	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.eot?	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400d41d.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:30	87688/87688	---M--	200	added ('OK')	font/woff	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.woff	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.woff	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:31	129620/129620	---M--	200	added ('OK')	font/ttf	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.ttf	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.ttf	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:31	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.eot	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:31	34388/34388	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.eot?	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400d41d.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:31	13592/13592	---M--	200	added ('OK')	font/woff2	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.woff2	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.woff2	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:32	16804/16804	---M--	200	added ('OK')	font/woff	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.woff	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.woff	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:32	34092/34092	---M--	200	added ('OK')	font/ttf	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.ttf	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.ttf	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:32	694587/694587	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.svg	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-brands-400.svg	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:32	144451/144451	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2009%20Dec%202023%2005:53:35%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.svg	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-regular-400.svg	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:33	186728/186728	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.eot	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:33	186728/186728	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.eot?	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900d41d.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:33	74292/74292	---M--	200	added ('OK')	font/woff2	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.woff2	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.woff2	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:33	96256/96256	---M--	200	added ('OK')	font/woff	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.woff	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.woff	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:34	186444/186444	---M--	200	added ('OK')	font/ttf	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.ttf	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.ttf	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:34	816926/816926	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.svg	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/fa-solid-900.svg	(from https://html.dynamiclayers.net/dl/ridek/assets/css/fontawesome.min.css)
21:38:35	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.eot	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:35	156260/156260	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.eot?	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400d41d.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:35	84772/84772	---M--	200	added ('OK')	font/woff2	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.woff2	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.woff2	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:35	98673/98673	---M--	200	added ('OK')	font/woff	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.woff	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.woff	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:36	156072/156072	---M--	200	added ('OK')	font/ttf	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.ttf	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.ttf	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:36	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.eot	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:36	33916/33916	---M--	200	added ('OK')	application/vnd.ms-fontobject	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.eot?	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400d41d.eot	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:37	12900/12900	---M--	200	added ('OK')	font/woff2	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.woff2	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.woff2	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:37	927335/927335	---M--	200	added ('OK')	image/svg+xml	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.svg	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-brands-400.svg	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:37	15489/15489	---M--	200	added ('OK')	font/woff	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.woff	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.woff	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
21:38:37	33724/33724	---M--	200	added ('OK')	font/ttf	date:Sat,%2009%20Dec%202023%2005:53:39%20GMT	https://html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.ttf	C:/Users/YCode/Desktop/template/imane/html.dynamiclayers.net/dl/ridek/assets/fonts/la-regular-400.ttf	(from https://html.dynamiclayers.net/dl/ridek/assets/css/line-awesome.min.css)
